"","genes","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","description"
"1237","KLC2",3.99929438331592e-76,0.369338055423362,0.511,0.211,7.21952622076191e-72,"NCC24","KLC2","kinesin light chain 2 [Source:HGNC Symbol;Acc:HGNC:20716]"
"1238","TMEM256",4.45398627044967e-76,0.421906742575761,0.958,0.9,8.04033601541575e-72,"NCC24","TMEM256","transmembrane protein 256 [Source:HGNC Symbol;Acc:HGNC:28618]"
"1239","TIMMDC1",4.59397763032212e-76,0.406028865297505,0.794,0.537,8.2930484182575e-72,"NCC24","TIMMDC1","translocase of inner mitochondrial membrane domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1321]"
"1240","DNAJB2",4.65561047059069e-76,0.355638512299326,0.508,0.207,8.40430802151032e-72,"NCC24","DNAJB2","DnaJ heat shock protein family (Hsp40) member B2 [Source:HGNC Symbol;Acc:HGNC:5228]"
"1241","FGFR2",4.7821480769246e-76,0.302765606970927,0.373,0.106,8.63273370846428e-72,"NCC24","FGFR2","fibroblast growth factor receptor 2 [Source:HGNC Symbol;Acc:HGNC:3689]"
"1242","REEP6",5.3612623358663e-76,0.395014222975483,0.6,0.29,9.67815076870585e-72,"NCC24","REEP6","receptor accessory protein 6 [Source:HGNC Symbol;Acc:HGNC:30078]"
"1243","AASDHPPT",7.60792341692892e-76,0.415673130456811,0.734,0.434,1.37338233522401e-71,"NCC24","AASDHPPT","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase [Source:HGNC Symbol;Acc:HGNC:14235]"
"1244","DNAJB1",9.19592419924958e-76,0.383513334381753,0.933,0.776,1.66004823644853e-71,"NCC24","DNAJB1","DnaJ heat shock protein family (Hsp40) member B1 [Source:HGNC Symbol;Acc:HGNC:5270]"
"1245","ZNF503-AS2",1.11231050342931e-75,0.284412208385421,0.377,0.108,2.00794292079058e-71,"NCC24","ZNF503-AS2","ZNF503 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:23525]"
"1246","NSD3",1.21320773976591e-75,0.381395405164005,0.958,0.874,2.19008261182543e-71,"NCC24","NSD3","nuclear receptor binding SET domain protein 3 [Source:HGNC Symbol;Acc:HGNC:12767]"
"1247","PHETA2",1.65422202000296e-75,0.250455647508694,0.317,0.073,2.98620159050934e-71,"NCC24","PHETA2","PH domain containing endocytic trafficking adaptor 2 [Source:HGNC Symbol;Acc:HGNC:27161]"
"1248","RHOQ",1.86294665859694e-75,0.327795819491667,0.463,0.166,3.3629913080992e-71,"NCC24","RHOQ","ras homolog family member Q [Source:HGNC Symbol;Acc:HGNC:17736]"
"1249","TMEM42",1.92703244142468e-75,0.369306759518624,0.669,0.359,3.47867896325982e-71,"NCC24","TMEM42","transmembrane protein 42 [Source:HGNC Symbol;Acc:HGNC:28444]"
"1250","AC005261.1",2.67073511046239e-75,0.359147231664218,0.595,0.279,4.8212110214067e-71,"NCC24","AC005261.1","novel transcript"
"1251","STK24",2.96926995265606e-75,0.363540383185879,0.977,0.924,5.36012611853472e-71,"NCC24","STK24","serine/threonine kinase 24 [Source:HGNC Symbol;Acc:HGNC:11403]"
"1252","SUCLG2",3.29007673972142e-75,0.406291527221898,0.794,0.533,5.9392465305451e-71,"NCC24","SUCLG2","succinate-CoA ligase GDP-forming beta subunit [Source:HGNC Symbol;Acc:HGNC:11450]"
"1253","ZCCHC14",3.72897136125097e-75,0.415151134951764,0.617,0.316,6.73153910133025e-71,"NCC24","ZCCHC14","zinc finger CCHC-type containing 14 [Source:HGNC Symbol;Acc:HGNC:24134]"
"1254","GCDH",4.26654810652359e-75,0.328880533135704,0.504,0.203,7.70197264189638e-71,"NCC24","GCDH","glutaryl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4189]"
"1255","LURAP1L",1.07241538901276e-74,0.530875959758012,0.679,0.389,1.93592426024584e-70,"NCC24","LURAP1L","leucine rich adaptor protein 1 like [Source:HGNC Symbol;Acc:HGNC:31452]"
"1256","FNDC3B",1.18937796629076e-74,0.378048709218469,0.647,0.331,2.14706510474808e-70,"NCC24","FNDC3B","fibronectin type III domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24670]"
"1257","C9orf3",1.29904180771762e-74,0.419323088157008,0.548,0.25,2.34503027129185e-70,"NCC24","C9orf3",NA
"1258","YAP1",1.3487421222345e-74,0.405326246699252,0.909,0.751,2.43474927905772e-70,"NCC24","YAP1","Yes associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16262]"
"1259","OGT",1.42336395656978e-74,0.392398323585855,0.685,0.379,2.56945661439976e-70,"NCC24","OGT","O-linked N-acetylglucosamine (GlcNAc) transferase [Source:HGNC Symbol;Acc:HGNC:8127]"
"1260","IL1RN",1.81215679407042e-74,0.318148451911281,0.356,0.095,3.27130544465592e-70,"NCC24","IL1RN","interleukin 1 receptor antagonist [Source:HGNC Symbol;Acc:HGNC:6000]"
"1261","RRAGC",2.58447732779549e-74,0.406357298519513,0.72,0.429,4.66549847213642e-70,"NCC24","RRAGC","Ras related GTP binding C [Source:HGNC Symbol;Acc:HGNC:19902]"
"1262","ABHD14A",2.61754577345948e-74,0.389350008169048,0.596,0.292,4.72519363024906e-70,"NCC24","ABHD14A","abhydrolase domain containing 14A [Source:HGNC Symbol;Acc:HGNC:24538]"
"1263","KRAS",2.80364322240719e-74,0.389084911091609,0.925,0.801,5.06113674508946e-70,"NCC24","KRAS","KRAS proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:6407]"
"1264","CPSF1",3.63567283563448e-74,0.366044031867872,0.666,0.354,6.56311660288736e-70,"NCC24","CPSF1","cleavage and polyadenylation specific factor 1 [Source:HGNC Symbol;Acc:HGNC:2324]"
"1265","PGRMC2",3.75531117511936e-74,0.391848902814356,0.822,0.569,6.77908773332547e-70,"NCC24","PGRMC2","progesterone receptor membrane component 2 [Source:HGNC Symbol;Acc:HGNC:16089]"
"1266","PHYH",3.81445462031471e-74,0.369435137097229,0.63,0.317,6.88585348059211e-70,"NCC24","PHYH","phytanoyl-CoA 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:8940]"
"1267","YTHDF3",7.64044638125566e-74,0.356221273911692,0.633,0.323,1.37925338074427e-69,"NCC24","YTHDF3","YTH N6-methyladenosine RNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:26465]"
"1268","PRKAA1",7.94873430253315e-74,0.398985231538644,0.801,0.546,1.43490551629328e-69,"NCC24","PRKAA1","protein kinase AMP-activated catalytic subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9376]"
"1269","TOX3",8.91921986830437e-74,0.365294434619587,0.524,0.217,1.6100975706263e-69,"NCC24","TOX3","TOX high mobility group box family member 3 [Source:HGNC Symbol;Acc:HGNC:11972]"
"1270","MNAT1",1.18637377843373e-73,0.397433278656948,0.748,0.474,2.14164194482856e-69,"NCC24","MNAT1","MNAT1 component of CDK activating kinase [Source:HGNC Symbol;Acc:HGNC:7181]"
"1271","NR2F6",1.70226763441508e-73,0.386126963323115,0.918,0.765,3.07293353364609e-69,"NCC24","NR2F6","nuclear receptor subfamily 2 group F member 6 [Source:HGNC Symbol;Acc:HGNC:7977]"
"1272","CENPV",1.88633141933569e-73,0.317350941760235,0.998,0.999,3.40520547818479e-69,"NCC24","CENPV","centromere protein V [Source:HGNC Symbol;Acc:HGNC:29920]"
"1273","LHPP",1.95085421412829e-73,0.425222649223804,0.697,0.415,3.52168202734439e-69,"NCC24","LHPP","phospholysine phosphohistidine inorganic pyrophosphate phosphatase [Source:HGNC Symbol;Acc:HGNC:30042]"
"1274","TMEM52",2.08650882201099e-73,0.310407887018713,0.43,0.145,3.76656572549424e-69,"NCC24","TMEM52","transmembrane protein 52 [Source:HGNC Symbol;Acc:HGNC:27916]"
"1275","DAB2IP",2.66520059377933e-73,0.288029081083159,0.417,0.137,4.81122011189045e-69,"NCC24","DAB2IP","DAB2 interacting protein [Source:HGNC Symbol;Acc:HGNC:17294]"
"1276","PIWIL2",3.18126787271134e-73,0.304603608179348,0.275,0.055,5.7428247638185e-69,"NCC24","PIWIL2","piwi like RNA-mediated gene silencing 2 [Source:HGNC Symbol;Acc:HGNC:17644]"
"1277","TBX3",3.38319065885155e-73,0.46647767281177,0.825,0.587,6.10733577735882e-69,"NCC24","TBX3","T-box transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11602]"
"1278","NDFIP1",3.56567496331614e-73,0.415374727715743,0.898,0.747,6.4367564437783e-69,"NCC24","NDFIP1","Nedd4 family interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:17592]"
"1279","RNF169",3.7667902857762e-73,0.349363967805719,0.589,0.278,6.79980982388319e-69,"NCC24","RNF169","ring finger protein 169 [Source:HGNC Symbol;Acc:HGNC:26961]"
"1280","METTL7A",3.82566828587639e-73,0.318607997077789,0.357,0.1,6.90609638966405e-69,"NCC24","METTL7A","methyltransferase like 7A [Source:HGNC Symbol;Acc:HGNC:24550]"
"1281","LRP5",4.93162747910134e-73,0.398512245224639,0.878,0.699,8.90257392527373e-69,"NCC24","LRP5","LDL receptor related protein 5 [Source:HGNC Symbol;Acc:HGNC:6697]"
"1282","LCOR",6.21255200533591e-73,0.399829326466779,0.811,0.578,1.12148988800324e-68,"NCC24","LCOR","ligand dependent nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:29503]"
"1283","HINT2",7.57205442270509e-73,0.388410697328393,0.979,0.951,1.36690726438672e-68,"NCC24","HINT2","histidine triad nucleotide binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18344]"
"1284","SRPRA",8.34755397782091e-73,0.389240222488494,0.726,0.435,1.50690044407623e-68,"NCC24","SRPRA","SRP receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:11307]"
"1285","DGCR2",9.8153239233066e-73,0.365127285769591,0.58,0.279,1.77186227463531e-68,"NCC24","DGCR2","DiGeorge syndrome critical region gene 2 [Source:HGNC Symbol;Acc:HGNC:2845]"
"1286","SLC31A1",1.1695930184981e-72,0.420116778579593,0.771,0.516,2.11134931699277e-68,"NCC24","SLC31A1","solute carrier family 31 member 1 [Source:HGNC Symbol;Acc:HGNC:11016]"
"1287","LITAF",1.4871111742499e-72,0.391282814211731,0.885,0.675,2.68453309175592e-68,"NCC24","LITAF","lipopolysaccharide induced TNF factor [Source:HGNC Symbol;Acc:HGNC:16841]"
"1288","RIDA",1.780165305106e-72,0.425084713284656,0.798,0.563,3.21355440877735e-68,"NCC24","RIDA","reactive intermediate imine deaminase A homolog [Source:HGNC Symbol;Acc:HGNC:16897]"
"1289","FAM168B",1.88883513564475e-72,0.387565975658355,0.671,0.381,3.4097251868659e-68,"NCC24","FAM168B","family with sequence similarity 168 member B [Source:HGNC Symbol;Acc:HGNC:27016]"
"1290","CANX",4.18568857150654e-72,0.335016423926338,0.999,0.989,7.5560050092836e-68,"NCC24","CANX","calnexin [Source:HGNC Symbol;Acc:HGNC:1473]"
"1291","SAT2",4.48280544112978e-72,0.42426732853719,0.851,0.644,8.09236038232748e-68,"NCC24","SAT2","spermidine/spermine N1-acetyltransferase family member 2 [Source:HGNC Symbol;Acc:HGNC:23160]"
"1292","CLNS1A",5.88567954957915e-72,0.313309575133931,0.994,0.953,1.06248287229003e-67,"NCC24","CLNS1A","chloride nucleotide-sensitive channel 1A [Source:HGNC Symbol;Acc:HGNC:2080]"
"1293","PHYKPL",5.95738923051323e-72,0.384478211371196,0.698,0.405,1.07542790389225e-67,"NCC24","PHYKPL","5-phosphohydroxy-L-lysine phospho-lyase [Source:HGNC Symbol;Acc:HGNC:28249]"
"1294","TMEM250",6.14555706983733e-72,0.364952485970026,0.625,0.329,1.10939596224704e-67,"NCC24","TMEM250","transmembrane protein 250 [Source:HGNC Symbol;Acc:HGNC:31009]"
"1295","SPRYD4",6.40173586186095e-72,0.303175550878316,0.435,0.153,1.15564135778314e-67,"NCC24","SPRYD4","SPRY domain containing 4 [Source:HGNC Symbol;Acc:HGNC:27468]"
"1296","PJA2",6.74309243854975e-72,0.379826988355708,0.646,0.353,1.217263047007e-67,"NCC24","PJA2","praja ring finger ubiquitin ligase 2 [Source:HGNC Symbol;Acc:HGNC:17481]"
"1297","LRRC8D",8.47052268944983e-72,0.361731491760472,0.588,0.284,1.52909875589948e-67,"NCC24","LRRC8D","leucine rich repeat containing 8 VRAC subunit D [Source:HGNC Symbol;Acc:HGNC:16992]"
"1298","NCOR2",9.17451862793708e-72,0.404596501498914,0.834,0.615,1.6561841027152e-67,"NCC24","NCOR2","nuclear receptor corepressor 2 [Source:HGNC Symbol;Acc:HGNC:7673]"
"1299","ATP2C1",1.00724387673389e-71,0.405271762257629,0.762,0.509,1.81827664628002e-67,"NCC24","ATP2C1","ATPase secretory pathway Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:13211]"
"1300","PPP1R15A",1.14333801674292e-71,0.460968288841658,0.785,0.538,2.06395378782432e-67,"NCC24","PPP1R15A","protein phosphatase 1 regulatory subunit 15A [Source:HGNC Symbol;Acc:HGNC:14375]"
"1301","ASNSD1",1.19040758928041e-71,0.389872484512077,0.808,0.583,2.14892378016899e-67,"NCC24","ASNSD1","asparagine synthetase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24910]"
"1302","ALG2",1.59266336520278e-71,0.360307212461275,0.583,0.279,2.87507590686405e-67,"NCC24","ALG2","ALG2 alpha-1,3/1,6-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:23159]"
"1303","TAF7",2.92176019451841e-71,0.408837478031957,0.874,0.692,5.27436150314463e-67,"NCC24","TAF7","TATA-box binding protein associated factor 7 [Source:HGNC Symbol;Acc:HGNC:11541]"
"1304","C5orf51",3.41374543893186e-71,0.339420741629573,0.543,0.242,6.1624932663598e-67,"NCC24","C5orf51","chromosome 5 open reading frame 51 [Source:HGNC Symbol;Acc:HGNC:27750]"
"1305","PIEZO1",3.50398365626576e-71,0.4828021198745,0.707,0.463,6.32539129629095e-67,"NCC24","PIEZO1","piezo type mechanosensitive ion channel component 1 [Source:HGNC Symbol;Acc:HGNC:28993]"
"1306","THTPA",5.6636056934684e-71,0.271268010366413,0.377,0.114,1.02239409978492e-66,"NCC24","THTPA","thiamine triphosphatase [Source:HGNC Symbol;Acc:HGNC:18987]"
"1307","AC008608.2",6.87015298631209e-71,0.29712893182018,0.408,0.137,1.24020001708906e-66,"NCC24","AC008608.2","novel transcript"
"1308","ARF1",7.29978877825201e-71,0.311715914404251,0.998,0.991,1.31775787025005e-66,"NCC24","ARF1","ADP ribosylation factor 1 [Source:HGNC Symbol;Acc:HGNC:652]"
"1309","NDUFS8",9.37970413799216e-71,0.332638687902279,0.996,0.99,1.69322419099035e-66,"NCC24","NDUFS8","NADH:ubiquinone oxidoreductase core subunit S8 [Source:HGNC Symbol;Acc:HGNC:7715]"
"1310","SYVN1",1.08787578435364e-70,0.370441403834971,0.571,0.277,1.96383336591519e-66,"NCC24","SYVN1","synoviolin 1 [Source:HGNC Symbol;Acc:HGNC:20738]"
"1311","DEGS1",2.28947998586709e-70,0.37522835183448,0.538,0.241,4.13296927048727e-66,"NCC24","DEGS1","delta 4-desaturase, sphingolipid 1 [Source:HGNC Symbol;Acc:HGNC:13709]"
"1312","FADD",2.77963767491962e-70,0.367360444604143,0.651,0.355,5.01780193076491e-66,"NCC24","FADD","Fas associated via death domain [Source:HGNC Symbol;Acc:HGNC:3573]"
"1313","CREBZF",3.02978790632895e-70,0.370872979470975,0.683,0.382,5.46937312850502e-66,"NCC24","CREBZF","CREB/ATF bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:24905]"
"1314","GOLGA2",3.60934284985323e-70,0.419045348952334,0.787,0.532,6.51558571255505e-66,"NCC24","GOLGA2","golgin A2 [Source:HGNC Symbol;Acc:HGNC:4425]"
"1315","SCAF11",4.37037261765105e-70,0.521352201646028,0.98,0.954,7.88939664938368e-66,"NCC24","SCAF11","SR-related CTD associated factor 11 [Source:HGNC Symbol;Acc:HGNC:10784]"
"1316","HMBS",4.68896862735657e-70,0.40657343789237,0.785,0.544,8.46452616610408e-66,"NCC24","HMBS","hydroxymethylbilane synthase [Source:HGNC Symbol;Acc:HGNC:4982]"
"1317","LRRC58",4.77637787900923e-70,0.362846683327652,0.921,0.781,8.62231734718746e-66,"NCC24","LRRC58","leucine rich repeat containing 58 [Source:HGNC Symbol;Acc:HGNC:26968]"
"1318","PARP8",6.82625926341843e-70,0.272196023678721,0.37,0.112,1.23227632223229e-65,"NCC24","PARP8","poly(ADP-ribose) polymerase family member 8 [Source:HGNC Symbol;Acc:HGNC:26124]"
"1319","WAC-AS1",6.8323937067371e-70,0.386522573627077,0.728,0.449,1.23338371194018e-65,"NCC24","WAC-AS1","WAC antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:27347]"
"1320","CYB5R1",7.44166656294915e-70,0.277318541332906,0.402,0.132,1.34336964794358e-65,"NCC24","CYB5R1","cytochrome b5 reductase 1 [Source:HGNC Symbol;Acc:HGNC:13397]"
"1321","DFFA",7.55321883678342e-70,0.4167638988551,0.892,0.752,1.36350706441614e-65,"NCC24","DFFA","DNA fragmentation factor subunit alpha [Source:HGNC Symbol;Acc:HGNC:2772]"
"1322","NAMPT",7.70999470814704e-70,0.458187231575993,0.864,0.721,1.3918082447147e-65,"NCC24","NAMPT","nicotinamide phosphoribosyltransferase [Source:HGNC Symbol;Acc:HGNC:30092]"
"1323","DCUN1D4",9.94970775151077e-70,0.333107474534819,0.55,0.247,1.79612124330272e-65,"NCC24","DCUN1D4","defective in cullin neddylation 1 domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28998]"
"1324","SOD2",1.17527942640849e-69,0.372490347885956,0.577,0.282,2.12161442055261e-65,"NCC24","SOD2","superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180]"
"1325","SOD2",1.17527942640849e-69,0.372490347885956,0.577,0.282,2.12161442055261e-65,"NCC24","SOD2","superoxide dismutase 2 [Source:NCBI gene;Acc:6648]"
"1326","GRSF1",1.21603856687597e-69,0.346434910848535,0.944,0.825,2.19519282092451e-65,"NCC24","GRSF1","G-rich RNA sequence binding factor 1 [Source:HGNC Symbol;Acc:HGNC:4610]"
"1327","TRPT1",1.23355413523937e-69,0.361865837796647,0.709,0.421,2.22681192493412e-65,"NCC24","TRPT1","tRNA phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:20316]"
"1328","NEK7",1.27771761766541e-69,0.36371730927684,0.525,0.237,2.3065358434096e-65,"NCC24","NEK7","NIMA related kinase 7 [Source:HGNC Symbol;Acc:HGNC:13386]"
"1329","PTGES2",1.35339137250322e-69,0.386271617308701,0.878,0.706,2.44314210564281e-65,"NCC24","PTGES2","prostaglandin E synthase 2 [Source:HGNC Symbol;Acc:HGNC:17822]"
"1330","PBX1",1.41954630500355e-69,0.401377022593965,0.795,0.544,2.5625649897924e-65,"NCC24","PBX1","PBX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8632]"
"1331","IFITM3",1.69932812215215e-69,0.366210852762418,0.992,0.94,3.06762712610905e-65,"NCC24","IFITM3","interferon induced transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:5414]"
"1332","CCDC28A",2.1069832085853e-69,0.34417347701436,0.58,0.286,3.80352608813818e-65,"NCC24","CCDC28A","coiled-coil domain containing 28A [Source:HGNC Symbol;Acc:HGNC:21098]"
"1333","SLC35B2",2.26801780136132e-69,0.38047130567556,0.629,0.337,4.09422573501745e-65,"NCC24","SLC35B2","solute carrier family 35 member B2 [Source:HGNC Symbol;Acc:HGNC:16872]"
"1334","C19orf66",2.70130500572951e-69,0.347981367583136,0.566,0.272,4.87639579634291e-65,"NCC24","C19orf66",NA
"1335","AC025154.2",2.92314992104675e-69,0.335688747261024,0.34,0.095,5.2768702374736e-65,"NCC24","AC025154.2","novel transcript, antisense to AQP5"
"1336","AGRN",3.48791622191986e-69,0.434184655177461,0.778,0.572,6.29638636380973e-65,"NCC24","AGRN","agrin [Source:HGNC Symbol;Acc:HGNC:329]"
"1337","NUFIP2",4.42081644784471e-69,0.388416691606381,0.789,0.521,7.98045785164926e-65,"NCC24","NUFIP2","nuclear FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17634]"
"1338","SMIM26",4.44149149721534e-69,0.283064591873167,0.998,0.993,8.01778045077313e-65,"NCC24","SMIM26","small integral membrane protein 26 [Source:HGNC Symbol;Acc:HGNC:43430]"
"1339","DST",4.45409470081613e-69,0.461422022363723,0.602,0.303,8.04053175391328e-65,"NCC24","DST","dystonin [Source:HGNC Symbol;Acc:HGNC:1090]"
"1340","TRMT13",4.75201853130694e-69,0.351785683789561,0.6,0.305,8.57834385271528e-65,"NCC24","TRMT13","tRNA methyltransferase 13 homolog [Source:HGNC Symbol;Acc:HGNC:25502]"
"1341","PPP4R2",4.821619334181e-69,0.375120482086446,0.916,0.77,8.70398722206355e-65,"NCC24","PPP4R2","protein phosphatase 4 regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:18296]"
"1342","CREB3",5.39451269148442e-69,0.432405683145877,0.66,0.379,9.73817431066768e-65,"NCC24","CREB3","cAMP responsive element binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2347]"
"1343","RGMB",5.40282054390285e-69,0.317658414328042,0.436,0.161,9.75317164585343e-65,"NCC24","RGMB","repulsive guidance molecule BMP co-receptor b [Source:HGNC Symbol;Acc:HGNC:26896]"
"1344","BTG2",5.6870391761588e-69,0.440648246386961,0.793,0.542,1.02662431208019e-64,"NCC24","BTG2","BTG anti-proliferation factor 2 [Source:HGNC Symbol;Acc:HGNC:1131]"
"1345","TGDS",5.91220321359023e-69,0.354115779472692,0.664,0.369,1.06727092411731e-64,"NCC24","TGDS","TDP-glucose 4,6-dehydratase [Source:HGNC Symbol;Acc:HGNC:20324]"
"1346","CDC14B",6.73376522051892e-69,0.422964781762275,0.614,0.332,1.21557929760807e-64,"NCC24","CDC14B","cell division cycle 14B [Source:HGNC Symbol;Acc:HGNC:1719]"
"1347","BISPR",7.86974154857211e-69,0.288860005969305,0.436,0.158,1.42064574434824e-64,"NCC24","BISPR","BST2 interferon stimulated positive regulator [Source:HGNC Symbol;Acc:HGNC:51290]"
"1348","FAM83F",1.04859623015785e-68,0.341745511352062,0.507,0.222,1.89292591468094e-64,"NCC24","FAM83F","family with sequence similarity 83 member F [Source:HGNC Symbol;Acc:HGNC:25148]"
"1349","GATA6-AS1",1.56333538991076e-68,0.301073384257441,0.345,0.1,2.8221330458669e-64,"NCC24","GATA6-AS1","GATA6 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:48840]"
"1350","BCAP29",1.62464815544987e-68,0.433030305768749,0.756,0.51,2.93281485021811e-64,"NCC24","BCAP29","B cell receptor associated protein 29 [Source:HGNC Symbol;Acc:HGNC:24131]"
"1351","IPO7",2.03313722427286e-68,0.41908520601435,0.84,0.642,3.67021931725736e-64,"NCC24","IPO7","importin 7 [Source:HGNC Symbol;Acc:HGNC:9852]"
"1352","DHRS4L2",2.11237001051087e-68,0.358372475210565,0.615,0.321,3.81325034297422e-64,"NCC24","DHRS4L2","dehydrogenase/reductase 4 like 2 [Source:HGNC Symbol;Acc:HGNC:19731]"
"1353","USP1",2.95086359714122e-68,0.593547728687201,0.944,0.821,5.32689896555934e-64,"NCC24","USP1","ubiquitin specific peptidase 1 [Source:HGNC Symbol;Acc:HGNC:12607]"
"1354","LINC00685",3.01395875301697e-68,0.465006332636438,0.759,0.521,5.44079834094624e-64,"NCC24","LINC00685","long intergenic non-protein coding RNA 685 [Source:HGNC Symbol;Acc:HGNC:27560]"
"1355","KAT5",3.64584647691737e-68,0.369152548463228,0.608,0.312,6.58148206013123e-64,"NCC24","KAT5","lysine acetyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:5275]"
"1356","TMEM218",5.0409002836628e-68,0.356816326661999,0.637,0.348,9.09983319206809e-64,"NCC24","TMEM218","transmembrane protein 218 [Source:HGNC Symbol;Acc:HGNC:27344]"
"1357","RCE1",5.18611670592169e-68,0.359734221383536,0.617,0.324,9.36197787752983e-64,"NCC24","RCE1","Ras converting CAAX endopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:13721]"
