"","gene","p_val","avg_logFC","pct.1","pct.2","p_val_adj","description"
"797","PRKDC",3.78733042084422e-118,0.599490369283339,0.225,0.755,8.22911153841033e-114,"protein kinase, DNA-activated, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9413]"
"798","GID8",1.35178654764833e-117,0.617801325836365,0.259,0.848,2.93716181073028e-113,"GID complex subunit 8 homolog [Source:HGNC Symbol;Acc:HGNC:15857]"
"799","TSPAN6",2.50713198620704e-117,0.363360949795887,0.096,0.439,5.44749637963067e-113,"tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858]"
"800","DNAJC8",3.56355259685191e-117,0.515781396521437,0.294,0.946,7.74288708243982e-113,"DnaJ heat shock protein family (Hsp40) member C8 [Source:HGNC Symbol;Acc:HGNC:15470]"
"801","CRTAP",3.73500549523605e-117,0.588891097030212,0.212,0.719,8.11541994004889e-113,"cartilage associated protein [Source:HGNC Symbol;Acc:HGNC:2379]"
"802","UBE2T",4.18709023717519e-117,0.323633558504423,0.112,0.476,9.09770966733424e-113,"ubiquitin conjugating enzyme E2 T [Source:HGNC Symbol;Acc:HGNC:25009]"
"803","KHDRBS1",1.07238268457131e-116,0.324434885215909,0.311,0.988,2.33007309703654e-112,"KH RNA binding domain containing, signal transduction associated 1 [Source:HGNC Symbol;Acc:HGNC:18116]"
"804","ATP1A1",2.7045812826923e-116,0.320720047689643,0.299,0.942,5.87651421103383e-112,"ATPase Na+/K+ transporting subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:799]"
"805","TOB1",6.04694446226536e-116,0.577180505226475,0.262,0.849,1.31388009276102e-111,"transducer of ERBB2, 1 [Source:HGNC Symbol;Acc:HGNC:11979]"
"806","TP53",1.23712326130306e-115,0.387055908858939,0.11,0.468,2.6880214221593e-111,"tumor protein p53 [Source:HGNC Symbol;Acc:HGNC:11998]"
"807","AL133453.1",2.17500282647763e-115,0.40580827030615,0.11,0.467,4.72584614137059e-111,"novel transcript, antisense to ERO1L"
"808","DCUN1D3",3.01430296948354e-115,0.267290017315569,0.071,0.377,6.54947749209383e-111,"defective in cullin neddylation 1 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28734]"
"809","TMEM59",3.04536347607713e-115,0.389752297435547,0.304,0.965,6.61696576082038e-111,"transmembrane protein 59 [Source:HGNC Symbol;Acc:HGNC:1239]"
"810","LENG8",3.61672813153908e-115,0.627085810239322,0.221,0.737,7.85842688420811e-111,"leukocyte receptor cluster member 8 [Source:HGNC Symbol;Acc:HGNC:15500]"
"811","PTP4A1",4.02587567835959e-115,0.597094353988262,0.267,0.862,8.74742267393973e-111,"protein tyrosine phosphatase 4A1 [Source:HGNC Symbol;Acc:HGNC:9634]"
"812","DDX6",5.14066379686857e-115,0.539475928482211,0.165,0.596,1.1169634297836e-110,"DEAD-box helicase 6 [Source:HGNC Symbol;Acc:HGNC:2747]"
"813","HSPA5",5.86421757633751e-115,0.567055035035073,0.28,0.891,1.27417719498661e-110,"heat shock protein family A (Hsp70) member 5 [Source:HGNC Symbol;Acc:HGNC:5238]"
"814","BUB3",6.05447787437261e-115,0.602038238380894,0.237,0.779,1.31551695254368e-110,"BUB3 mitotic checkpoint protein [Source:HGNC Symbol;Acc:HGNC:1151]"
"815","DNAJC16",1.2593072869557e-114,0.280746775055939,0.073,0.381,2.73622287309735e-110,"DnaJ heat shock protein family (Hsp40) member C16 [Source:HGNC Symbol;Acc:HGNC:29157]"
"816","ARFIP1",3.50399012508691e-114,0.27551854429176,0.077,0.389,7.61346974378883e-110,"ADP ribosylation factor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21496]"
"817","ADD3",4.48746474652442e-114,0.483424523476446,0.257,0.831,9.75036340124827e-110,"adducin 3 [Source:HGNC Symbol;Acc:HGNC:245]"
"818","RRM2B",6.89511293351927e-114,0.549652190539884,0.173,0.614,1.49817013819507e-109,"ribonucleotide reductase regulatory TP53 inducible subunit M2B [Source:HGNC Symbol;Acc:HGNC:17296]"
"819","ARL4A",9.04186121959913e-114,0.440340029763608,0.307,0.968,1.9646156057945e-109,"ADP ribosylation factor like GTPase 4A [Source:HGNC Symbol;Acc:HGNC:695]"
"820","UGGT1",2.2744155098704e-113,0.261706991390104,0.072,0.377,4.9418500198464e-109,"UDP-glucose glycoprotein glucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15663]"
"821","GGH",2.51218784746507e-113,0.485894254497302,0.167,0.597,5.4584817549721e-109,"gamma-glutamyl hydrolase [Source:HGNC Symbol;Acc:HGNC:4248]"
"822","PTBP3",3.32968408719417e-113,0.609427703640183,0.283,0.904,7.23473758465549e-109,"polypyrimidine tract binding protein 3 [Source:HGNC Symbol;Acc:HGNC:10253]"
"823","AC007114.2",3.81298965005326e-113,0.310318348830167,0.082,0.398,8.28486391163572e-109,"novel transcript, antisense to AKAP1"
"824","ZNF468",5.53927822650778e-113,0.265709336303183,0.073,0.378,1.20357437305561e-108,"zinc finger protein 468 [Source:HGNC Symbol;Acc:HGNC:33105]"
"825","HNRNPF",1.44722201028244e-112,0.4794430377945,0.302,0.958,3.1445239839417e-108,"heterogeneous nuclear ribonucleoprotein F [Source:HGNC Symbol;Acc:HGNC:5039]"
"826","LAP3",4.08052800892304e-112,0.550596117935664,0.163,0.586,8.86617125778799e-108,"leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]"
"827","CD44",4.84316487102774e-112,0.319940088782105,0.3,0.934,1.05232286317691e-107,"CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]"
"828","CNN3",4.90374177917879e-112,0.623635462742513,0.212,0.708,1.06548501377997e-107,"calponin 3 [Source:HGNC Symbol;Acc:HGNC:2157]"
"829","ATP6V1B2",5.84432133324548e-112,0.274043186416145,0.072,0.374,1.26985413928758e-107,"ATPase H+ transporting V1 subunit B2 [Source:HGNC Symbol;Acc:HGNC:854]"
"830","XPO1",8.1745548030079e-112,0.582755319292844,0.288,0.916,1.77616726759756e-107,"exportin 1 [Source:HGNC Symbol;Acc:HGNC:12825]"
"831","PPP3R1",3.77714587401294e-111,0.478541120601537,0.135,0.517,8.20698255505532e-107,"protein phosphatase 3 regulatory subunit B, alpha [Source:HGNC Symbol;Acc:HGNC:9317]"
"832","CMTM6",5.35147287158968e-111,0.574186181102063,0.299,0.944,1.16276802553901e-106,"CKLF like MARVEL transmembrane domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19177]"
"833","HDGF",1.10777689384023e-110,0.339157270726776,0.314,0.986,2.40697763493606e-106,"heparin binding growth factor [Source:HGNC Symbol;Acc:HGNC:4856]"
"834","ANP32E",3.98363299619964e-110,0.532035879572427,0.179,0.621,8.65563777414257e-106,"acidic nuclear phosphoprotein 32 family member E [Source:HGNC Symbol;Acc:HGNC:16673]"
"835","SP1",4.04665342181557e-110,0.449477764632066,0.131,0.506,8.79256855492087e-106,"Sp1 transcription factor [Source:HGNC Symbol;Acc:HGNC:11205]"
"836","IL2RG",5.51088338860287e-110,0.467656513668433,0.159,0.572,1.19740474267563e-105,"interleukin 2 receptor subunit gamma [Source:HGNC Symbol;Acc:HGNC:6010]"
"837","PSMA1",1.86331004948099e-109,0.493757398692336,0.307,0.964,4.04860007551229e-105,"proteasome subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:9530]"
"838","PRSS23",3.5159640995273e-109,0.549469272253883,0.192,0.649,7.63948679545291e-105,"serine protease 23 [Source:HGNC Symbol;Acc:HGNC:14370]"
"839","FOS",4.87729190646803e-109,0.403850118857084,0.219,0.712,1.05973798543737e-104,"Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]"
"840","LPXN",6.86131416207101e-109,0.599769003303865,0.206,0.685,1.49082634113479e-104,"leupaxin [Source:HGNC Symbol;Acc:HGNC:14061]"
"841","PDIA3",8.29894964044294e-109,0.518956233288768,0.288,0.905,1.80319577787544e-104,"protein disulfide isomerase family A member 3 [Source:HGNC Symbol;Acc:HGNC:4606]"
"842","BZW2",5.83475944080622e-108,0.518456563780303,0.303,0.948,1.26777653129837e-103,"basic leucine zipper and W2 domains 2 [Source:HGNC Symbol;Acc:HGNC:18808]"
"843","TCEA1",9.71881738309548e-108,0.265891297699387,0.321,0.986,2.11170464099899e-103,"transcription elongation factor A1 [Source:HGNC Symbol;Acc:HGNC:11612]"
"844","CENPX",1.97089734003357e-107,-0.288291717719161,0.44,0.997,4.28236574042494e-103,"centromere protein X [Source:HGNC Symbol;Acc:HGNC:11422]"
"845","HDAC2",6.74520148577137e-107,0.602622022422688,0.294,0.92,1.4655973788284e-102,"histone deacetylase 2 [Source:HGNC Symbol;Acc:HGNC:4853]"
"846","DHRS3",2.98647030723026e-106,0.323658229655092,0.086,0.396,6.48900268354992e-102,"dehydrogenase/reductase 3 [Source:HGNC Symbol;Acc:HGNC:17693]"
"847","MAP3K1",8.55574559452692e-106,0.473553823970732,0.129,0.493,1.85899240277881e-101,"mitogen-activated protein kinase kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6848]"
"848","ACTL6A",9.81591074691282e-106,0.514944439718709,0.159,0.563,2.13280108708922e-101,"actin like 6A [Source:HGNC Symbol;Acc:HGNC:24124]"
"849","BTF3L4",1.45612112469754e-105,0.601315172597035,0.289,0.902,3.16385997974282e-101,"basic transcription factor 3 like 4 [Source:HGNC Symbol;Acc:HGNC:30547]"
"850","EGR1",2.60683949514104e-105,0.621401018151021,0.197,0.655,5.66414085504244e-101,"early growth response 1 [Source:HGNC Symbol;Acc:HGNC:3238]"
"851","BCL10",6.93111188259964e-105,0.336137257453029,0.085,0.39,1.50599198985125e-100,"BCL10 immune signaling adaptor [Source:HGNC Symbol;Acc:HGNC:989]"
"852","SLC12A2",1.09314492087356e-104,0.59907227263169,0.233,0.744,2.37518528407407e-100,"solute carrier family 12 member 2 [Source:HGNC Symbol;Acc:HGNC:10911]"
"853","CSTF1",1.41514378302327e-103,0.348901740138441,0.094,0.408,3.07482441175296e-99,"cleavage stimulation factor subunit 1 [Source:HGNC Symbol;Acc:HGNC:2483]"
"854","NONO",2.03763092181307e-103,0.545198839223923,0.306,0.946,4.42736446691545e-99,"non-POU domain containing octamer binding [Source:HGNC Symbol;Acc:HGNC:7871]"
"855","SLC9A3R1",1.21203039679551e-102,0.299899817386553,0.319,0.972,2.63349964615728e-98,"SLC9A3 regulator 1 [Source:HGNC Symbol;Acc:HGNC:11075]"
"856","MCM3",1.47326124955972e-102,0.472823814782978,0.145,0.523,3.20110204304336e-98,"minichromosome maintenance complex component 3 [Source:HGNC Symbol;Acc:HGNC:6945]"
"857","HIGD1A",4.59609533576161e-102,0.542090135077739,0.288,0.89,9.98639594554283e-98,"HIG1 hypoxia inducible domain family member 1A [Source:HGNC Symbol;Acc:HGNC:29527]"
"858","PSMD14",5.60084173989228e-102,0.655459314856294,0.291,0.899,1.21695089324379e-97,"proteasome 26S subunit, non-ATPase 14 [Source:HGNC Symbol;Acc:HGNC:16889]"
"859","PDCD5",1.29181667669348e-101,-0.31079207865465,0.468,1,2.80685927511959e-97,"programmed cell death 5 [Source:HGNC Symbol;Acc:HGNC:8764]"
"860","TMEM147",2.0630050219895e-101,-0.279237300323381,0.404,0.999,4.48249731177879e-97,"transmembrane protein 147 [Source:HGNC Symbol;Acc:HGNC:30414]"
"861","MTPN",2.39208309915156e-101,0.44399819585103,0.317,0.974,5.1975181578365e-97,"myotrophin [Source:HGNC Symbol;Acc:HGNC:15667]"
"862","SDCBP",6.43555236820223e-101,0.607218198691647,0.219,0.699,1.39831681856298e-96,"syndecan binding protein [Source:HGNC Symbol;Acc:HGNC:10662]"
"863","HMGA1",1.02437851302707e-100,-0.329038571236473,0.466,1,2.22576963310522e-96,"high mobility group AT-hook 1 [Source:HGNC Symbol;Acc:HGNC:5010]"
"864","PET100",1.72185906622118e-100,0.596544585704327,0.287,0.883,3.74125537908537e-96,"PET100 cytochrome c oxidase chaperone [Source:HGNC Symbol;Acc:HGNC:40038]"
"865","PARP14",1.72697476158834e-100,0.346411801331495,0.091,0.395,3.75237076197915e-96,"poly(ADP-ribose) polymerase family member 14 [Source:HGNC Symbol;Acc:HGNC:29232]"
"866","RRM1",1.73467074397385e-100,0.319652832839848,0.093,0.399,3.76909259250638e-96,"ribonucleotide reductase catalytic subunit M1 [Source:HGNC Symbol;Acc:HGNC:10451]"
"867","MT-ATP8",2.35101651016862e-100,0.622078500112171,0.186,0.616,5.10828867329437e-96,"mitochondrially encoded ATP synthase membrane subunit 8 [Source:HGNC Symbol;Acc:HGNC:7415]"
"868","ZC3H4",3.16423522848595e-100,0.417369199559692,0.104,0.424,6.87525030445428e-96,"zinc finger CCCH-type containing 4 [Source:HGNC Symbol;Acc:HGNC:17808]"
"869","MORF4L2",6.03550005789204e-100,0.65227575125966,0.284,0.873,1.31139345257878e-95,"mortality factor 4 like 2 [Source:HGNC Symbol;Acc:HGNC:16849]"
"870","SMNDC1",6.56911393415772e-100,0.563707655187172,0.161,0.555,1.42733707561379e-95,"survival motor neuron domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16900]"
"871","AURKA",1.15736873870557e-99,0.367677392227579,0.124,0.467,2.51473079545946e-95,"aurora kinase A [Source:HGNC Symbol;Acc:HGNC:11393]"
"872","TBL1XR1",5.11365501923564e-99,0.654360270610867,0.288,0.884,1.11109496257952e-94,"transducin beta like 1 X-linked receptor 1 [Source:HGNC Symbol;Acc:HGNC:29529]"
"873","VAPA",1.53874185219755e-98,0.581832724928837,0.304,0.926,3.34337829645483e-94,"VAMP associated protein A [Source:HGNC Symbol;Acc:HGNC:12648]"
"874","DPAGT1",9.22453323695418e-98,0.36058639090974,0.095,0.399,2.0043065817254e-93,"dolichyl-phosphate N-acetylglucosaminephosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:2995]"
"875","TMEM50A",1.24785534439696e-96,0.409397766936038,0.323,0.973,2.71134009230571e-92,"transmembrane protein 50A [Source:HGNC Symbol;Acc:HGNC:30590]"
"876","INSR",2.87013055857522e-96,0.442198333995028,0.117,0.446,6.23621967767225e-92,"insulin receptor [Source:HGNC Symbol;Acc:HGNC:6091]"
"877","SKIL",6.6774537351999e-96,0.410092277133632,0.098,0.402,1.45087714758423e-91,"SKI like proto-oncogene [Source:HGNC Symbol;Acc:HGNC:10897]"
"878","ATP5F1A",8.28546268141529e-96,0.354612791440262,0.327,0.984,1.80026533141791e-91,"ATP synthase F1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:823]"
"879","AP1G1",1.22448157286715e-95,0.610487289526733,0.176,0.582,2.66055356152574e-91,"adaptor related protein complex 1 subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:555]"
"880","CDCA7",2.26398074293927e-95,0.328975602309771,0.11,0.429,4.91917735825844e-91,"cell division cycle associated 7 [Source:HGNC Symbol;Acc:HGNC:14628]"
"881","TM9SF2",2.77679083702282e-95,0.673203095417099,0.293,0.887,6.03341113068318e-91,"transmembrane 9 superfamily member 2 [Source:HGNC Symbol;Acc:HGNC:11865]"
"882","KAT7",7.74403338599087e-95,0.40700247136675,0.113,0.434,1.6826235741081e-90,"lysine acetyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:17016]"
"883","CAPZA2",2.64552616813481e-94,0.594687598282974,0.31,0.935,5.74819925812331e-90,"capping actin protein of muscle Z-line subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:1490]"
"884","CCT2",6.95749802833532e-94,0.483463526903276,0.32,0.964,1.5117251715967e-89,"chaperonin containing TCP1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:1615]"
"885","HMGN5",1.78765363670615e-93,0.51023087949772,0.129,0.467,3.88421382183512e-89,"high mobility group nucleosome binding domain 5 [Source:HGNC Symbol;Acc:HGNC:8013]"
"886","SMG7",4.20117679887822e-93,0.522930025979297,0.15,0.515,9.12831694860259e-89,"SMG7 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:16792]"
"887","EIF1",3.03257758785281e-92,-0.326436750852567,0.644,1,6.58918458288659e-88,"eukaryotic translation initiation factor 1 [Source:HGNC Symbol;Acc:HGNC:3249]"
"888","MCM7",1.99874190272325e-91,0.59391781350943,0.222,0.684,4.34286640623708e-87,"minichromosome maintenance complex component 7 [Source:HGNC Symbol;Acc:HGNC:6950]"
"889","FERMT1",4.1864296002655e-90,0.286663794950847,0.337,0.978,9.09627423545688e-86,"fermitin family member 1 [Source:HGNC Symbol;Acc:HGNC:15889]"
"890","SRSF6",4.40354094272873e-90,0.661735639636891,0.21,0.651,9.56801376036097e-86,"serine and arginine rich splicing factor 6 [Source:HGNC Symbol;Acc:HGNC:10788]"
"891","CDC42SE1",5.88507175456877e-90,0.645467639080351,0.186,0.592,1.2787083908327e-85,"CDC42 small effector 1 [Source:HGNC Symbol;Acc:HGNC:17719]"
"892","HNRNPL",1.76092525156595e-89,0.668899780062738,0.228,0.696,3.82613838660249e-85,"heterogeneous nuclear ribonucleoprotein L [Source:HGNC Symbol;Acc:HGNC:5045]"
"893","FOXQ1",3.99903841433238e-89,0.616244855364642,0.297,0.879,8.6891106666614e-85,"forkhead box Q1 [Source:HGNC Symbol;Acc:HGNC:20951]"
"894","MDH1",5.44829998506627e-89,0.654653217694836,0.298,0.883,1.1838066207552e-84,"malate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6970]"
"895","RTN4",4.14148802078547e-88,0.336571307034644,0.336,0.978,8.99862517156267e-84,"reticulon 4 [Source:HGNC Symbol;Acc:HGNC:14085]"
"896","CNOT9",4.86762074260936e-88,0.556902163405052,0.155,0.514,1.05763663495416e-83,"CCR4-NOT transcription complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:10445]"
"897","SIPA1L3",9.26279833439311e-88,0.566188634045422,0.147,0.495,2.01262082209694e-83,"signal induced proliferation associated 1 like 3 [Source:HGNC Symbol;Acc:HGNC:23801]"
"898","STT3A",9.90391002405804e-88,0.453832082840732,0.123,0.44,2.15192157002733e-83,"STT3 oligosaccharyltransferase complex catalytic subunit A [Source:HGNC Symbol;Acc:HGNC:6172]"
"899","ESD",1.74476364066575e-87,0.70522479089339,0.283,0.836,3.79102243843854e-83,"esterase D [Source:HGNC Symbol;Acc:HGNC:3465]"
"900","CKS1B",2.38191320353208e-85,0.360205165497564,0.299,0.851,5.1754210086345e-81,"CDC28 protein kinase regulatory subunit 1B [Source:HGNC Symbol;Acc:HGNC:19083]"
"901","CCT7",3.57839682559628e-84,0.349956025103057,0.339,0.984,7.77514062265559e-80,"chaperonin containing TCP1 subunit 7 [Source:HGNC Symbol;Acc:HGNC:1622]"
"902","HLA-C",5.56323260077153e-84,0.551700693474491,0.322,0.938,1.20877917949564e-79,"major histocompatibility complex, class I, C [Source:HGNC Symbol;Acc:HGNC:4933]"
"903","PSME1",1.11341476047007e-83,0.51086871019825,0.33,0.963,2.41922759154937e-79,"proteasome activator subunit 1 [Source:HGNC Symbol;Acc:HGNC:9568]"
"904","DDX18",6.40824421535852e-83,0.508001227989609,0.332,0.967,1.3923833031131e-78,"DEAD-box helicase 18 [Source:HGNC Symbol;Acc:HGNC:2741]"
"905","CD164",1.76074721293923e-82,0.558745609124337,0.32,0.928,3.82575154427437e-78,"CD164 molecule [Source:HGNC Symbol;Acc:HGNC:1632]"
"906","LGALS3BP",6.60986144800603e-81,0.629366161859327,0.273,0.789,1.43619069542275e-76,"galectin 3 binding protein [Source:HGNC Symbol;Acc:HGNC:6564]"
"907","TK1",1.10813282308473e-80,0.306692986576124,0.159,0.505,2.4077509979985e-76,"thymidine kinase 1 [Source:HGNC Symbol;Acc:HGNC:11830]"
"908","SRP9",2.9049652789177e-80,0.362428303073034,0.343,0.986,6.31190855803237e-76,"signal recognition particle 9 [Source:HGNC Symbol;Acc:HGNC:11304]"
"909","STEAP1",8.22317929295002e-80,0.71288767469144,0.273,0.788,1.78673239677218e-75,"STEAP family member 1 [Source:HGNC Symbol;Acc:HGNC:11378]"
"910","HSPA1B",1.740960360091e-79,0.565733301997609,0.176,0.543,3.78275867040573e-75,"heat shock protein family A (Hsp70) member 1B [Source:HGNC Symbol;Acc:HGNC:5233]"
"911","KPNB1",4.01788248625067e-79,0.43498091828517,0.34,0.975,8.73005506612545e-75,"karyopherin subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:6400]"
"912","SUPT16H",8.47914947619408e-79,0.532139617241338,0.333,0.953,1.84234959818745e-74,"SPT16 homolog, facilitates chromatin remodeling subunit [Source:HGNC Symbol;Acc:HGNC:11465]"
"913","NUDC",1.54968527722016e-78,0.267758001905314,0.348,0.982,3.36715617034397e-74,"nuclear distribution C, dynein complex regulator [Source:HGNC Symbol;Acc:HGNC:8045]"
"914","TPM3",2.42584763306819e-78,0.93331716217696,0.669,0.993,5.27088173713055e-74,"tropomyosin 3 [Source:HGNC Symbol;Acc:HGNC:12012]"
"915","KLF6",8.21908157340637e-78,0.365226799382325,0.326,0.9,1.78584204426973e-73,"Kruppel like factor 6 [Source:HGNC Symbol;Acc:HGNC:2235]"
"916","IGFBP2",1.02174402494252e-77,0.443582661348713,0.324,0.912,2.22004541739512e-73,"insulin like growth factor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:5471]"
"917","PGAM1",1.989191685347e-77,0.39141204828018,0.344,0.984,4.32211569392195e-73,"phosphoglycerate mutase 1 [Source:HGNC Symbol;Acc:HGNC:8888]"
"918","JKAMP",9.93753527651858e-77,0.678024146598138,0.195,0.582,2.15922766488196e-72,"JNK1/MAPK8 associated membrane protein [Source:HGNC Symbol;Acc:HGNC:20184]"
"919","WTAP",5.67577314404676e-76,0.730460030325092,0.213,0.622,1.23323198873848e-71,"WT1 associated protein [Source:HGNC Symbol;Acc:HGNC:16846]"
"920","TES",1.2311520438468e-75,0.564392995636129,0.333,0.946,2.67504716087033e-71,"testin LIM domain protein [Source:HGNC Symbol;Acc:HGNC:14620]"
"921","CALU",1.32535794287933e-75,0.684251493974672,0.305,0.866,2.8797377382882e-71,"calumenin [Source:HGNC Symbol;Acc:HGNC:1458]"
"922","MDM2",1.35255475646286e-75,0.751057274294505,0.278,0.789,2.9388309748425e-71,"MDM2 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:6973]"
"923","NOP56",3.43361884708428e-75,0.344216533235901,0.344,0.965,7.46056703094472e-71,"NOP56 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:15911]"
"924","SNRPB2",1.50117152223898e-74,0.515137576609368,0.343,0.969,3.26174548352085e-70,"small nuclear ribonucleoprotein polypeptide B2 [Source:HGNC Symbol;Acc:HGNC:11155]"
"925","SPTBN1",5.12718944715964e-73,0.266952439021134,0.357,0.989,1.11403572307885e-68,"spectrin beta, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11275]"
"926","ARF6",2.68879650631632e-72,0.567790660035157,0.341,0.962,5.8422170489241e-68,"ADP ribosylation factor 6 [Source:HGNC Symbol;Acc:HGNC:659]"
"927","CTSC",5.23111270378526e-72,0.571586124541927,0.335,0.935,1.13661616827846e-67,"cathepsin C [Source:HGNC Symbol;Acc:HGNC:2528]"
"928","SKP1",5.63106878236773e-72,1.08533191428583,0.653,0.993,1.22351862503286e-67,"S-phase kinase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:10899]"
"929","HAT1",6.2068826849731e-71,0.513224007057081,0.141,0.443,1.34863146979096e-66,"histone acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4821]"
"930","HSPA8",5.06329113513271e-70,0.805937246913223,0.676,0.997,1.10015189784164e-65,"heat shock protein family A (Hsp70) member 8 [Source:HGNC Symbol;Acc:HGNC:5241]"
"931","IRF2BPL",1.03410067195079e-68,0.599235248499009,0.157,0.473,2.24689394001467e-64,"interferon regulatory factor 2 binding protein like [Source:HGNC Symbol;Acc:HGNC:14282]"
"932","NMT1",6.39503841716815e-67,0.547718164183291,0.336,0.927,1.38951394728229e-62,"N-myristoyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:7857]"
"933","HLA-A",1.20282767119759e-66,0.286540506018377,0.363,0.986,2.61350396397812e-62,"major histocompatibility complex, class I, A [Source:HGNC Symbol;Acc:HGNC:4931]"
"934","VMP1",3.22646118344524e-65,1.17702787239935,0.648,0.985,7.01045485938983e-61,"vacuole membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:29559]"
"935","CLTC",5.90486860880142e-65,0.680813236754152,0.341,0.94,1.28300985132037e-60,"clathrin heavy chain [Source:HGNC Symbol;Acc:HGNC:2092]"
"936","NUP37",1.12823107598339e-64,0.608149128696236,0.158,0.465,2.45142048189672e-60,"nucleoporin 37 [Source:HGNC Symbol;Acc:HGNC:29929]"
"937","RPA3",1.25671365672587e-64,0.565769506863323,0.346,0.943,2.73058743333396e-60,"replication protein A3 [Source:HGNC Symbol;Acc:HGNC:10291]"
"938","ZMPSTE24",7.78766149229155e-64,0.753729314920639,0.242,0.659,1.69210308904511e-59,"zinc metallopeptidase STE24 [Source:HGNC Symbol;Acc:HGNC:12877]"
"939","EIF3J",8.98393864331652e-64,0.32802502716859,0.365,0.992,1.95203018841981e-59,"eukaryotic translation initiation factor 3 subunit J [Source:HGNC Symbol;Acc:HGNC:3270]"
"940","C6orf62",1.95441446794641e-62,0.807107054404896,0.275,0.74,4.24655175595395e-58,"chromosome 6 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:20998]"
"941","SERPINB5",3.43897527341093e-62,0.72788862847793,0.327,0.883,7.47220547406727e-58,"serpin family B member 5 [Source:HGNC Symbol;Acc:HGNC:8949]"
"942","DUT",1.3456247404627e-60,0.623350109207243,0.342,0.918,2.92377343607736e-56,"deoxyuridine triphosphatase [Source:HGNC Symbol;Acc:HGNC:3078]"
"943","CAPZA1",6.32428390618796e-60,0.743416446239702,0.335,0.902,1.37414040713652e-55,"capping actin protein of muscle Z-line subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:1488]"
"944","METAP2",1.24806894632865e-58,0.462493864242969,0.365,0.988,2.7118042065829e-54,"methionyl aminopeptidase 2 [Source:HGNC Symbol;Acc:HGNC:16672]"
"945","HNRNPA3",2.16084271923782e-58,0.334217985195851,0.373,0.995,4.69507906035994e-54,"heterogeneous nuclear ribonucleoprotein A3 [Source:HGNC Symbol;Acc:HGNC:24941]"
"946","ITM2B",9.32745783107823e-58,0.626074975655989,0.352,0.941,2.02667003753668e-53,"integral membrane protein 2B [Source:HGNC Symbol;Acc:HGNC:6174]"
"947","RAP2B",1.60498385236963e-57,0.671504859621124,0.181,0.496,3.48730891442874e-53,"RAP2B, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9862]"
"948","UBC",4.39209518042572e-57,0.378798548144592,0.373,0.981,9.543144408029e-53,"ubiquitin C [Source:HGNC Symbol;Acc:HGNC:12468]"
"949","TMEM167A",1.25499572689613e-56,0.347413744853863,0.373,0.991,2.72685471539991e-52,"transmembrane protein 167A [Source:HGNC Symbol;Acc:HGNC:28330]"
"950","HMGB2",4.58372716144184e-56,0.280369464364554,0.198,0.516,9.95952237638083e-52,"high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000]"
"951","TSPAN8",7.99775548982568e-56,1.1674892153899,0.64,0.95,1.73775231282932e-51,"tetraspanin 8 [Source:HGNC Symbol;Acc:HGNC:11855]"
"952","ANXA1",7.29953413091746e-55,0.658968067652082,0.325,0.843,1.58604277596575e-50,"annexin A1 [Source:HGNC Symbol;Acc:HGNC:533]"
"953","CNIH1",8.00700385111279e-55,0.447697807763089,0.372,0.986,1.73976179676979e-50,"cornichon family AMPA receptor auxiliary protein 1 [Source:HGNC Symbol;Acc:HGNC:19431]"
