"","genes","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","description"
"1156","NOXA1",6.10557106680551e-74,0.303436884658139,0.441,0.154,1.18789990675768e-69,"NCC24","NOXA1","NADPH oxidase activator 1 [Source:HGNC Symbol;Acc:HGNC:10668]"
"1157","GCDH",6.2755096918697e-74,0.331595569215884,0.513,0.215,1.22096316565017e-69,"NCC24","GCDH","glutaryl-CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4189]"
"1158","EIF5A",6.35836368210606e-74,0.371822995973365,0.991,0.966,1.23708323799056e-69,"NCC24","EIF5A","eukaryotic translation initiation factor 5A [Source:HGNC Symbol;Acc:HGNC:3300]"
"1159","C12orf73",6.6487903497432e-74,0.366984932603666,0.679,0.379,1.29358865044604e-69,"NCC24","C12orf73","chromosome 12 open reading frame 73 [Source:HGNC Symbol;Acc:HGNC:34450]"
"1160","AC103706.1",6.82147902971043e-74,0.26624728954123,0.262,0.046,1.32718696002046e-69,"NCC24","AC103706.1","novel transcript"
"1161","GSTA4",7.62053503143879e-74,0.389087659733175,0.448,0.165,1.48265129571673e-69,"NCC24","GSTA4","glutathione S-transferase alpha 4 [Source:HGNC Symbol;Acc:HGNC:4629]"
"1162","CCDC28A",8.79203691804648e-74,0.354491208003704,0.59,0.285,1.71057870277512e-69,"NCC24","CCDC28A","coiled-coil domain containing 28A [Source:HGNC Symbol;Acc:HGNC:21098]"
"1163","H2AFX",1.3210290257441e-73,0.755584683732736,0.764,0.499,2.57019407248772e-69,"NCC24","H2AFX","H2A histone family member X [Source:HGNC Symbol;Acc:HGNC:4739]"
"1164","METTL21A",2.51939499644512e-73,0.394957449913018,0.751,0.482,4.90173490508362e-69,"NCC24","METTL21A","methyltransferase like 21A [Source:HGNC Symbol;Acc:HGNC:30476]"
"1165","C11orf1",2.56306863394472e-73,0.424014470023676,0.832,0.628,4.98670633420285e-69,"NCC24","C11orf1","chromosome 11 open reading frame 1 [Source:HGNC Symbol;Acc:HGNC:1163]"
"1166","LPP",2.65804709597317e-73,0.394849277335403,0.97,0.877,5.1714964299254e-69,"NCC24","LPP","LIM domain containing preferred translocation partner in lipoma [Source:HGNC Symbol;Acc:HGNC:6679]"
"1167","AC008443.5",3.86586584832565e-73,0.276373057521246,0.345,0.092,7.52142859450239e-69,"NCC24","AC008443.5","novel transcript"
"1168","ANAPC5",4.99868479306582e-73,0.372445460690065,0.951,0.826,9.72544113338885e-69,"NCC24","ANAPC5","anaphase promoting complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:15713]"
"1169","ADSL",8.02958724803297e-73,0.365249802292902,0.582,0.276,1.5622364949773e-68,"NCC24","ADSL","adenylosuccinate lyase [Source:HGNC Symbol;Acc:HGNC:291]"
"1170","MTMR2",9.4250192056523e-73,0.38671670439245,0.724,0.446,1.83373173665171e-68,"NCC24","MTMR2","myotubularin related protein 2 [Source:HGNC Symbol;Acc:HGNC:7450]"
"1171","PPP1R15B",1.24224741098293e-72,0.389719956179446,0.647,0.356,2.41691656280839e-68,"NCC24","PPP1R15B","protein phosphatase 1 regulatory subunit 15B [Source:HGNC Symbol;Acc:HGNC:14951]"
"1172","SEPT6",1.55809351467061e-72,0.265427438500688,0.36,0.101,3.03142674214314e-68,"NCC24","SEPT6",NA
"1173","AC104958.2",1.82934730192026e-72,0.344242632596957,0.441,0.153,3.55917811061605e-68,"NCC24","AC104958.2","novel transcript"
"1174","KMT5B",1.91116501754016e-72,0.407730758502592,0.846,0.646,3.71836265812613e-68,"NCC24","KMT5B","lysine methyltransferase 5B [Source:HGNC Symbol;Acc:HGNC:24283]"
"1175","CREBZF",1.95679133571594e-72,0.378138757663772,0.686,0.389,3.80713322276893e-68,"NCC24","CREBZF","CREB/ATF bZIP transcription factor [Source:HGNC Symbol;Acc:HGNC:24905]"
"1176","SLC45A4",2.18482985625019e-72,0.279976211801159,0.371,0.11,4.25080496832038e-68,"NCC24","SLC45A4","solute carrier family 45 member 4 [Source:HGNC Symbol;Acc:HGNC:29196]"
"1177","LRP5",3.50950562902253e-72,0.392432568920917,0.881,0.676,6.82809415182624e-68,"NCC24","LRP5","LDL receptor related protein 5 [Source:HGNC Symbol;Acc:HGNC:6697]"
"1178","NAV2",4.52732385494512e-72,0.311688620327154,0.398,0.127,8.80836129218124e-68,"NCC24","NAV2","neuron navigator 2 [Source:HGNC Symbol;Acc:HGNC:15997]"
"1179","VSIG10",6.27899303524098e-72,0.407672953841043,0.806,0.561,1.22164088493648e-67,"NCC24","VSIG10","V-set and immunoglobulin domain containing 10 [Source:HGNC Symbol;Acc:HGNC:26078]"
"1180","LPCAT4",6.41085241179441e-72,0.377184041572918,0.602,0.302,1.24729544523872e-67,"NCC24","LPCAT4","lysophosphatidylcholine acyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:30059]"
"1181","RPS6KA4",7.34855392461734e-72,0.376987711465614,0.677,0.39,1.42973465157355e-67,"NCC24","RPS6KA4","ribosomal protein S6 kinase A4 [Source:HGNC Symbol;Acc:HGNC:10433]"
"1182","TLK1",8.98263122627653e-72,0.441524464248771,0.85,0.648,1.74766073138436e-67,"NCC24","TLK1","tousled like kinase 1 [Source:HGNC Symbol;Acc:HGNC:11841]"
"1183","OGT",1.03020320719383e-71,0.38827752725797,0.686,0.401,2.00436335991632e-67,"NCC24","OGT","O-linked N-acetylglucosamine (GlcNAc) transferase [Source:HGNC Symbol;Acc:HGNC:8127]"
"1184","SMIM7",1.70790050635292e-71,0.348629663831431,0.933,0.789,3.32289122516025e-67,"NCC24","SMIM7","small integral membrane protein 7 [Source:HGNC Symbol;Acc:HGNC:28419]"
"1185","PXN-AS1",1.99796094568236e-71,0.318702811597725,0.461,0.176,3.8872328159196e-67,"NCC24","PXN-AS1","PXN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44123]"
"1186","LYSMD2",2.06904278840947e-71,0.37411282549092,0.639,0.344,4.02552964912946e-67,"NCC24","LYSMD2","LysM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28571]"
"1187","IMPDH1",2.40921832630438e-71,0.394723545780007,0.733,0.457,4.6873751756578e-67,"NCC24","IMPDH1","inosine monophosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6052]"
"1188","NEK7",3.40696814344163e-71,0.367501898294877,0.535,0.245,6.62859721988003e-67,"NCC24","NEK7","NIMA related kinase 7 [Source:HGNC Symbol;Acc:HGNC:13386]"
"1189","IMPA2",3.96755604207133e-71,0.504480684554312,0.88,0.682,7.71927703545398e-67,"NCC24","IMPA2","inositol monophosphatase 2 [Source:HGNC Symbol;Acc:HGNC:6051]"
"1190","PTGR1",4.11233045783242e-71,0.265152328502717,0.433,0.143,8.00095013875875e-67,"NCC24","PTGR1","prostaglandin reductase 1 [Source:HGNC Symbol;Acc:HGNC:18429]"
"1191","MTDH",4.16402010202264e-71,0.262803055838171,1,1,8.10151751049525e-67,"NCC24","MTDH","metadherin [Source:HGNC Symbol;Acc:HGNC:29608]"
"1192","DNAJC1",4.178056474752e-71,0.416665127699765,0.989,0.927,8.12882667727749e-67,"NCC24","DNAJC1","DnaJ heat shock protein family (Hsp40) member C1 [Source:HGNC Symbol;Acc:HGNC:20090]"
"1193","AUH",5.20301244086213e-71,0.310194247001549,0.472,0.183,1.01229810049414e-66,"NCC24","AUH","AU RNA binding methylglutaconyl-CoA hydratase [Source:HGNC Symbol;Acc:HGNC:890]"
"1194","TRMT1",5.58846530950314e-71,0.383472392545219,0.695,0.421,1.08729181061693e-66,"NCC24","TRMT1","tRNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:25980]"
"1195","PPP2R5A",5.84891330862376e-71,0.378753563108606,0.719,0.438,1.13796457332584e-66,"NCC24","PPP2R5A","protein phosphatase 2 regulatory subunit B'alpha [Source:HGNC Symbol;Acc:HGNC:9309]"
"1196","WAC",7.40769428153401e-71,0.357851688509925,0.936,0.77,1.44124099941526e-66,"NCC24","WAC","WW domain containing adaptor with coiled-coil [Source:HGNC Symbol;Acc:HGNC:17327]"
"1197","HHLA3",8.88034961514855e-71,0.35933171558776,0.536,0.244,1.7277608211233e-66,"NCC24","HHLA3","HERV-H LTR-associating 3 [Source:HGNC Symbol;Acc:HGNC:4906]"
"1198","SYNJ2BP",9.06641723695669e-71,0.393635454670216,0.862,0.655,1.76396213762229e-66,"NCC24","SYNJ2BP","synaptojanin 2 binding protein [Source:HGNC Symbol;Acc:HGNC:18955]"
"1199","ANKRD29",9.6634331857567e-71,0.467077018320485,0.768,0.524,1.88011756062082e-66,"NCC24","ANKRD29","ankyrin repeat domain 29 [Source:HGNC Symbol;Acc:HGNC:27110]"
"1200","FAM91A1",9.87254628384362e-71,0.383490878756312,0.816,0.58,1.92080260498462e-66,"NCC24","FAM91A1","family with sequence similarity 91 member A1 [Source:HGNC Symbol;Acc:HGNC:26306]"
"1201","MIR4435-2HG",1.27941973245032e-70,0.54411292509694,0.828,0.596,2.48923903145534e-66,"NCC24","MIR4435-2HG","MIR4435-2 host gene [Source:HGNC Symbol;Acc:HGNC:35163]"
"1202","HLA-F",1.33311842799928e-70,0.32060748316022,0.454,0.17,2.5937152135154e-66,"NCC24","HLA-F","major histocompatibility complex, class I, F [Source:HGNC Symbol;Acc:HGNC:4963]"
"1203","GABPB2",1.57569545386704e-70,0.345860134784763,0.487,0.199,3.06567307504371e-66,"NCC24","GABPB2","GA binding protein transcription factor subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:28441]"
"1204","ZNF791",1.57683031558771e-70,0.395069577870922,0.763,0.5,3.06788106200744e-66,"NCC24","ZNF791","zinc finger protein 791 [Source:HGNC Symbol;Acc:HGNC:26895]"
"1205","R3HDM4",2.18984774054913e-70,0.364909686857403,0.78,0.512,4.26056776401238e-66,"NCC24","R3HDM4","R3H domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28270]"
"1206","RGMB",2.31287514469038e-70,0.323619497104926,0.438,0.16,4.49992988150961e-66,"NCC24","RGMB","repulsive guidance molecule BMP co-receptor b [Source:HGNC Symbol;Acc:HGNC:26896]"
"1207","CASK",3.09223005738315e-70,0.400052801358127,0.747,0.478,6.01624279964466e-66,"NCC24","CASK","calcium/calmodulin dependent serine protein kinase [Source:HGNC Symbol;Acc:HGNC:1497]"
"1208","ANP32A",4.79780292655661e-70,0.351230266553865,0.963,0.847,9.33460537390855e-66,"NCC24","ANP32A","acidic nuclear phosphoprotein 32 family member A [Source:HGNC Symbol;Acc:HGNC:13233]"
"1209","MBTPS2",5.28867984152237e-70,0.309918632812716,0.475,0.188,1.02896554996659e-65,"NCC24","MBTPS2","membrane bound transcription factor peptidase, site 2 [Source:HGNC Symbol;Acc:HGNC:15455]"
"1210","ZNF268",7.20918168946299e-70,0.283168622603612,0.377,0.118,1.40261838950192e-65,"NCC24","ZNF268","zinc finger protein 268 [Source:HGNC Symbol;Acc:HGNC:13061]"
"1211","BTBD2",7.86137548484233e-70,0.36919134475104,0.65,0.363,1.52950921433092e-65,"NCC24","BTBD2","BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15504]"
"1212","TXNDC16",7.90689680545971e-70,0.322009593507712,0.407,0.14,1.53836584247024e-65,"NCC24","TXNDC16","thioredoxin domain containing 16 [Source:HGNC Symbol;Acc:HGNC:19965]"
"1213","RAB11FIP2",8.46078193305079e-70,0.358067835307574,0.579,0.287,1.64612973289436e-65,"NCC24","RAB11FIP2","RAB11 family interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29152]"
"1214","TOR1AIP2",8.58502625709606e-70,0.437026933716397,0.823,0.614,1.67030270858061e-65,"NCC24","TOR1AIP2","torsin 1A interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:24055]"
"1215","TSEN15",8.84705384193951e-70,0.39406267095055,0.866,0.664,1.72128279548775e-65,"NCC24","TSEN15","tRNA splicing endonuclease subunit 15 [Source:HGNC Symbol;Acc:HGNC:16791]"
"1216","FLNB",1.31678951486013e-69,0.466753210748269,0.862,0.652,2.56194568011186e-65,"NCC24","FLNB","filamin B [Source:HGNC Symbol;Acc:HGNC:3755]"
"1217","IFFO2",1.43065536598008e-69,0.351157601668426,0.455,0.176,2.78348308005085e-65,"NCC24","IFFO2","intermediate filament family orphan 2 [Source:HGNC Symbol;Acc:HGNC:27006]"
"1218","PKIB",1.51374347124816e-69,0.402438305090775,0.495,0.201,2.94513929766042e-65,"NCC24","PKIB","cAMP-dependent protein kinase inhibitor beta [Source:HGNC Symbol;Acc:HGNC:9018]"
"1219","NMRK1",1.51409239497736e-69,0.359441327135386,0.581,0.283,2.94581816366794e-65,"NCC24","NMRK1","nicotinamide riboside kinase 1 [Source:HGNC Symbol;Acc:HGNC:26057]"
"1220","PRSS12",1.67271231386408e-69,0.266133222192567,0.321,0.083,3.25442907785395e-65,"NCC24","PRSS12","serine protease 12 [Source:HGNC Symbol;Acc:HGNC:9477]"
"1221","DNAJC3",2.45145210359001e-69,0.415333306368023,0.961,0.799,4.76954521274473e-65,"NCC24","DNAJC3","DnaJ heat shock protein family (Hsp40) member C3 [Source:HGNC Symbol;Acc:HGNC:9439]"
"1222","MTTP",3.13408309425949e-69,0.254389405832732,0.271,0.054,6.09767206819125e-65,"NCC24","MTTP","microsomal triglyceride transfer protein [Source:HGNC Symbol;Acc:HGNC:7467]"
"1223","ELOA-AS1",3.48773584698761e-69,0.297633951785154,0.422,0.149,6.7857388638991e-65,"NCC24","ELOA-AS1","ELOA antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50582]"
"1224","PCF11",3.53420194452082e-69,0.368163666031536,0.774,0.523,6.8761433032597e-65,"NCC24","PCF11","PCF11 cleavage and polyadenylation factor subunit [Source:HGNC Symbol;Acc:HGNC:30097]"
"1225","SH3BGRL",5.63495901243416e-69,0.46179064702371,0.767,0.517,1.09633762545919e-64,"NCC24","SH3BGRL","SH3 domain binding glutamate rich protein like [Source:HGNC Symbol;Acc:HGNC:10823]"
"1226","TMPO-AS1",7.56943854139665e-69,0.367699991756019,0.331,0.092,1.47270996261413e-64,"NCC24","TMPO-AS1","TMPO antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44158]"
"1227","LRRC8D",8.36260892846155e-69,0.366066511506735,0.594,0.31,1.62702919312148e-64,"NCC24","LRRC8D","leucine rich repeat containing 8 VRAC subunit D [Source:HGNC Symbol;Acc:HGNC:16992]"
"1228","RILP",8.91554869051716e-69,0.354030438786006,0.527,0.238,1.73460915322702e-64,"NCC24","RILP","Rab interacting lysosomal protein [Source:HGNC Symbol;Acc:HGNC:30266]"
"1229","FOXP4-AS1",1.09946105221666e-68,0.336662106744495,0.506,0.214,2.13911142319274e-64,"NCC24","FOXP4-AS1","FOXP4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50332]"
"1230","USP28",1.41263487278229e-68,0.342933381699811,0.538,0.25,2.74842240848522e-64,"NCC24","USP28","ubiquitin specific peptidase 28 [Source:HGNC Symbol;Acc:HGNC:12625]"
"1231","MRPL48",2.05335552232695e-68,0.415374518669453,0.773,0.537,3.99500850423931e-64,"NCC24","MRPL48","mitochondrial ribosomal protein L48 [Source:HGNC Symbol;Acc:HGNC:16653]"
"1232","UNC50",2.23312254113995e-68,0.372027103214025,0.723,0.444,4.34476321604189e-64,"NCC24","UNC50","unc-50 inner nuclear membrane RNA binding protein [Source:HGNC Symbol;Acc:HGNC:16046]"
"1233","SPRY1",2.41951244778454e-68,0.427912572921521,0.725,0.455,4.7074034184096e-64,"NCC24","SPRY1","sprouty RTK signaling antagonist 1 [Source:HGNC Symbol;Acc:HGNC:11269]"
"1234","WARS",2.46243339218552e-68,0.40705514462335,0.807,0.585,4.79091040783615e-64,"NCC24","WARS","tryptophanyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:12729]"
"1235","RBM4B",2.74880401746442e-68,0.312354596642621,0.514,0.221,5.34807309637877e-64,"NCC24","RBM4B","RNA binding motif protein 4B [Source:HGNC Symbol;Acc:HGNC:28842]"
"1236","HOTAIRM1",4.09619452320581e-68,0.447328550595323,0.55,0.271,7.96955606434922e-64,"NCC24","HOTAIRM1","HOXA transcript antisense RNA, myeloid-specific 1 [Source:HGNC Symbol;Acc:HGNC:37117]"
"1237","LINC00649",5.374201703119e-68,0.329813167649974,0.541,0.245,1.04560468335883e-63,"NCC24","LINC00649","long intergenic non-protein coding RNA 649 [Source:HGNC Symbol;Acc:HGNC:44305]"
"1238","COPB1",6.11402992125992e-68,0.453625972505095,0.835,0.639,1.18954566148033e-63,"NCC24","COPB1","coatomer protein complex subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:2231]"
"1239","AP006621.3",6.24835512115927e-68,0.377791493314679,0.647,0.367,1.21567997237275e-63,"NCC24","AP006621.3","novel transcript"
"1240","STARD10",7.36338796920642e-68,0.378995048264406,0.999,0.98,1.4326207632888e-63,"NCC24","STARD10","StAR related lipid transfer domain containing 10 [Source:HGNC Symbol;Acc:HGNC:10666]"
"1241","DNAJC12",7.56980841034253e-68,0.450946950288521,0.689,0.411,1.47278192431624e-63,"NCC24","DNAJC12","DnaJ heat shock protein family (Hsp40) member C12 [Source:HGNC Symbol;Acc:HGNC:28908]"
"1242","RNF169",9.01863894627562e-68,0.343926806551316,0.595,0.305,1.75466639338739e-63,"NCC24","RNF169","ring finger protein 169 [Source:HGNC Symbol;Acc:HGNC:26961]"
"1243","PCGF6",1.19941284776545e-67,0.312681224435869,0.468,0.185,2.33357763661245e-63,"NCC24","PCGF6","polycomb group ring finger 6 [Source:HGNC Symbol;Acc:HGNC:21156]"
"1244","FZD7",1.96420635307201e-67,0.254774095200815,0.321,0.085,3.8215598805369e-63,"NCC24","FZD7","frizzled class receptor 7 [Source:HGNC Symbol;Acc:HGNC:4045]"
"1245","PGRMC1",3.00587091489881e-67,0.364456380428582,0.953,0.811,5.84822245202713e-63,"NCC24","PGRMC1","progesterone receptor membrane component 1 [Source:HGNC Symbol;Acc:HGNC:16090]"
"1246","MROH1",3.79864257946655e-67,0.385933624106286,0.676,0.408,7.39063900261013e-63,"NCC24","MROH1","maestro heat like repeat family member 1 [Source:HGNC Symbol;Acc:HGNC:26958]"
"1247","CORO2A",4.69159911818332e-67,0.353253136119828,0.577,0.29,9.12797524433748e-63,"NCC24","CORO2A","coronin 2A [Source:HGNC Symbol;Acc:HGNC:2255]"
"1248","ETFA",4.74602653834571e-67,0.36323501980559,0.914,0.725,9.23386923300541e-63,"NCC24","ETFA","electron transfer flavoprotein subunit alpha [Source:HGNC Symbol;Acc:HGNC:3481]"
"1249","PJA2",4.83167491315628e-67,0.367086711554413,0.648,0.367,9.40050671103686e-63,"NCC24","PJA2","praja ring finger ubiquitin ligase 2 [Source:HGNC Symbol;Acc:HGNC:17481]"
"1250","ARMC10",9.50759318361249e-67,0.334929152705471,0.994,0.978,1.84979732980365e-62,"NCC24","ARMC10","armadillo repeat containing 10 [Source:HGNC Symbol;Acc:HGNC:21706]"
"1251","PHOSPHO2",9.63719207495877e-67,0.253525847920691,0.355,0.107,1.87501209010398e-62,"NCC24","PHOSPHO2","phosphatase, orphan 2 [Source:HGNC Symbol;Acc:HGNC:28316]"
"1252","C2orf72",1.27337561141056e-66,0.260233916549687,0.373,0.118,2.47747958956039e-62,"NCC24","C2orf72","chromosome 2 open reading frame 72 [Source:HGNC Symbol;Acc:HGNC:27418]"
"1253","ALDH9A1",1.40676774954717e-66,0.35803625270327,0.711,0.44,2.73700733351898e-62,"NCC24","ALDH9A1","aldehyde dehydrogenase 9 family member A1 [Source:HGNC Symbol;Acc:HGNC:412]"
"1254","MORF4L2",1.53002964352475e-66,0.344483218628707,0.972,0.874,2.97682567444175e-62,"NCC24","MORF4L2","mortality factor 4 like 2 [Source:HGNC Symbol;Acc:HGNC:16849]"
"1255","AHCYL1",1.94579539286485e-66,0.365255138482875,0.915,0.767,3.78573951635784e-62,"NCC24","AHCYL1","adenosylhomocysteinase like 1 [Source:HGNC Symbol;Acc:HGNC:344]"
"1256","BRIX1",2.60291983658391e-66,0.397625686596928,0.8,0.576,5.06424083405765e-62,"NCC24","BRIX1","biogenesis of ribosomes BRX1 [Source:HGNC Symbol;Acc:HGNC:24170]"
"1257","TSPAN15",2.75938841518117e-66,0.422556295120011,0.72,0.472,5.36866610057649e-62,"NCC24","TSPAN15","tetraspanin 15 [Source:HGNC Symbol;Acc:HGNC:23298]"
"1258","MED13L",3.32167086006913e-66,0.370546830521202,0.655,0.375,6.4626428253505e-62,"NCC24","MED13L","mediator complex subunit 13L [Source:HGNC Symbol;Acc:HGNC:22962]"
"1259","HMBS",3.34364656812373e-66,0.38728202488076,0.793,0.566,6.50539876294154e-62,"NCC24","HMBS","hydroxymethylbilane synthase [Source:HGNC Symbol;Acc:HGNC:4982]"
"1260","SCOC",3.38324522482049e-66,0.350961269114884,0.905,0.747,6.58244190941074e-62,"NCC24","SCOC","short coiled-coil protein [Source:HGNC Symbol;Acc:HGNC:20335]"
"1261","GALNT3",4.52673537363551e-66,0.390131721312325,0.675,0.386,8.80721634294525e-62,"NCC24","GALNT3","polypeptide N-acetylgalactosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:4125]"
"1262","CDT1",5.89195849124258e-66,0.779184554197422,0.563,0.307,1.14633944405616e-61,"NCC24","CDT1","chromatin licensing and DNA replication factor 1 [Source:HGNC Symbol;Acc:HGNC:24576]"
"1263","CUL4B",6.34866090216333e-66,0.302051900771715,0.523,0.232,1.2351954651249e-61,"NCC24","CUL4B","cullin 4B [Source:HGNC Symbol;Acc:HGNC:2555]"
"1264","ARID5B",7.12364812270876e-66,0.434431418730638,0.788,0.544,1.38597697875422e-61,"NCC24","ARID5B","AT-rich interaction domain 5B [Source:HGNC Symbol;Acc:HGNC:17362]"
"1265","AC073896.2",9.90898401250097e-66,0.266023990065565,0.351,0.107,1.92789192947219e-61,"NCC24","AC073896.2","novel transcript, antisense to CNPY2 and CS"
"1266","SP100",1.03331244450732e-65,0.369451299595196,0.713,0.436,2.01041269203344e-61,"NCC24","SP100","SP100 nuclear antigen [Source:HGNC Symbol;Acc:HGNC:11206]"
"1267","EIF5AL1",1.42252819321677e-65,0.262799583345439,0.337,0.097,2.76767085272255e-61,"NCC24","EIF5AL1","eukaryotic translation initiation factor 5A like 1 [Source:HGNC Symbol;Acc:HGNC:17419]"
"1268","UBXN7",1.4781890814424e-65,0.347984302257921,0.57,0.284,2.87596467685434e-61,"NCC24","UBXN7","UBX domain protein 7 [Source:HGNC Symbol;Acc:HGNC:29119]"
"1269","EPB41L5",1.99590495503512e-65,0.320862518799449,0.467,0.191,3.88323268051633e-61,"NCC24","EPB41L5","erythrocyte membrane protein band 4.1 like 5 [Source:HGNC Symbol;Acc:HGNC:19819]"
"1270","PIK3R2",2.0523240710476e-65,0.27590225235796,0.396,0.136,3.99300171263021e-61,"NCC24","PIK3R2","phosphoinositide-3-kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:8980]"
"1271","SLC33A1",2.09252158600225e-65,0.319752509269105,0.478,0.201,4.07120999772597e-61,"NCC24","SLC33A1","solute carrier family 33 member 1 [Source:HGNC Symbol;Acc:HGNC:95]"
"1272","MARS",2.12910013226555e-65,0.359504130657319,0.733,0.462,4.14237721733585e-61,"NCC24","MARS","methionyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:6898]"
"1273","GAA",2.38279259503239e-65,0.364464345453545,0.63,0.339,4.63596127289501e-61,"NCC24","GAA","glucosidase alpha, acid [Source:HGNC Symbol;Acc:HGNC:4065]"
"1274","PLA2G16",2.40237370604587e-65,0.377667391378097,0.845,0.608,4.67405828248284e-61,"NCC24","PLA2G16",NA
"1275","LYRM2",2.61212314370644e-65,0.362503985473132,0.854,0.636,5.08214678839525e-61,"NCC24","LYRM2","LYR motif containing 2 [Source:HGNC Symbol;Acc:HGNC:25229]"
"1276","PPFIA1",3.05442151775134e-65,0.358460193075945,0.871,0.667,5.94268250493701e-61,"NCC24","PPFIA1","PTPRF interacting protein alpha 1 [Source:HGNC Symbol;Acc:HGNC:9245]"
"1277","C8orf59",3.36057421402499e-65,0.302263228365051,0.995,0.97,6.53833319080703e-61,"NCC24","C8orf59",NA
